15694_12_1558061208291964885,0,3967795,69189845,0,406395259,0,12150337,0,0,0,491703236
15694_12_1558061208830891738,0,1315653,21372786,0,42492263,0,33281365,0,0,0,98462067
15694_12_1558061208973413795,0,1115877,17808388,0,75734619,0,7705632,0,0,0,102364516
15694_12_1558061209184145602,0,1380352,19382203,0,48245416,0,22777569,0,0,0,91785540
15694_12_1558061209341446993,0,1161227,17667337,0,48016355,0,18827038,0,0,0,85671957
15694_12_1558061209493348613,0,1417453,19969291,0,83142954,0,17521182,0,0,0,122050880
15694_12_1558061209659924876,0,1344930,20125184,0,143533687,0,15081723,0,0,0,180085524
15694_12_1558061209901463931,0,1360464,21262890,0,116308111,0,10188058,0,0,0,149119523
15694_12_1558061210103765491,0,1178332,19377321,0,114836465,0,17478544,0,0,0,152870662
15694_12_1558061210297909931,0,1139580,18769391,0,67585956,0,13509189,0,0,0,101004116
15694_12_1558061210450396489,0,1319579,19806803,0,38334951,0,17305766,0,0,0,76767099
15694_12_1558061210595645500,0,1454347,22420409,0,122912970,0,17830633,0,0,0,164618359
15694_12_1558061210805459424,0,1359128,20186425,0,88379403,0,15311034,0,0,0,125235990
15694_12_1558061210972241855,0,1527668,21814602,0,61865445,0,24102385,0,0,0,109310100
15694_12_1558061211123860355,0,1333453,21643363,0,120395187,0,11800156,0,0,0,155172159
15694_12_1558061211327675117,0,1380062,19511168,0,72319865,0,35047807,0,0,0,128258902
15694_12_1558061211492247372,0,1370929,19488515,0,107176007,0,22777212,0,0,0,150812663
15694_12_1558061211715308182,0,1269454,20178637,0,57007824,0,15629316,0,0,0,94085231
15694_12_1558061211904208930,0,1400923,19848795,0,25738372,0,23395981,0,0,0,70384071
15694_12_1558061211974619122,0,1241239,19583295,0,108635283,0,20090641,0,0,0,149550458
15694_12_1558061212172210503,0,1411044,21075366,0,111376984,0,20989479,0,0,0,154852873
15694_12_1558061212401234070,0,1348978,21268827,0,56990033,0,22499943,0,0,0,102107781
15694_12_1558061212573277022,0,1396661,20499055,0,69226659,0,20087035,0,0,0,111209410
15694_12_1558061212730368167,0,1397275,19835122,0,58560163,0,24058590,0,0,0,103851150
15694_12_1558061212891461517,0,1241294,18587845,0,20006797,0,17858470,0,0,0,57694406
15694_12_1558061213015773580,0,1384483,20618915,0,66403195,0,41071663,0,0,0,129478256
15694_12_1558061213196529374,0,1487940,22876532,0,67109265,0,24713205,0,0,0,116186942
15694_12_1558061213353319331,0,1323114,20362541,0,86413262,0,18442017,0,0,0,126540934
15694_12_1558061213538908664,0,1332655,20213362,0,65439211,0,15460770,0,0,0,102445998
15694_12_1558061213689401534,0,1483803,20935035,0,47912377,0,20574802,0,0,0,90906017
15694_12_1558061213830831961,0,1411177,20081800,0,89594324,0,16877019,0,0,0,127964320
15694_12_1558061214020135201,0,1304686,19542684,0,35316237,0,20039120,0,0,0,76202727
15694_12_1558061214096393381,0,1271898,20939724,0,97999633,0,7071911,0,0,0,127283166
15694_12_1558061214270673188,0,1394379,19580161,0,80488270,0,29356964,0,0,0,130819774
15694_12_1558061214447941997,0,1639889,20620867,0,55240178,0,66645291,0,0,0,144146225
15694_12_1558061214778603112,0,1447238,19999774,0,44508695,0,30780474,0,0,0,96736181
15694_12_1558061214918535423,0,1406227,19351553,0,20550500,0,32676076,0,0,0,73984356
15694_12_1558061215043560434,0,1537632,22970661,0,84986082,0,15293825,0,0,0,124788200
15694_12_1558061215220519159,0,1356557,19872550,0,104310899,0,20027160,0,0,0,145567166
15694_12_1558061215419583580,0,1404556,19292425,0,22963469,22086,16813517,0,0,0,60496053
15694_12_1558061215530118643,0,1387878,20181212,0,91606326,0,13883525,0,0,0,127058941
15694_12_1558061215686912325,0,1375408,20837934,0,56016483,0,33557280,0,0,0,111787105
15694_12_1558061215830697303,0,1417904,18621117,0,71934594,0,58190714,0,0,0,150164329
15694_12_1558061216030792146,0,1351534,19521958,0,52820495,0,20039944,0,0,0,93733931
15694_12_1558061216154705352,0,1362148,19794565,0,56205030,0,28265544,0,0,0,105627287
15694_12_1558061216260355372,0,1202630,19210955,0,45408686,0,22455361,0,0,0,88277632
15694_12_1558061216394801471,0,1401990,19112863,0,55406773,0,18774462,0,0,0,94696088
15694_12_1558061216489571745,0,1464380,19861214,0,93472410,0,25781235,0,0,0,140579239
15694_12_1558061216677370084,0,1438026,20263013,0,35541965,0,18206084,0,0,0,75449088
15694_12_1558061216796724408,0,1488276,20578781,0,126747285,0,25261143,0,0,0,174075485
15694_12_1558061217002996659,0,1324418,19570368,0,116013196,0,18451089,0,0,0,155359071
15694_12_1558061217191817622,0,1347460,20436485,0,54970287,0,28958272,0,0,0,105712504
15694_12_1558061217343925755,0,1267153,19161113,0,35970104,0,22902191,0,0,0,79300561
15694_12_1558061217475663580,0,1509347,20341056,0,73050204,0,20730628,0,0,0,115631235
15694_12_1558061217651234013,0,1451508,21871008,0,69894061,0,18451917,0,0,0,111668494
15694_12_1558061217811437869,0,1643181,20590221,0,144889403,0,37235012,0,0,0,204357817
15694_12_1558061218075840071,0,1325836,19768592,0,88272521,0,22793857,0,0,0,132160806
15694_12_1558061218286533143,0,1327186,20236047,0,133249675,0,15789479,0,0,0,170602387
15694_12_1558061218499419668,0,1422264,21685483,0,133245385,0,13522012,0,0,0,169875144
