15408_12_1558061203352981156,0,2551,2651,0,409,12,268,0,0,0,521085226
15408_12_1558061203874093457,0,207,211,0,45,1,18,0,0,0,22678965
15408_12_1558061203896794430,0,194,237,0,60,1,7,0,0,0,26666446
15408_12_1558061203923539230,0,192,219,0,40,1,5,0,0,0,26886128
15408_12_1558061203950450348,0,194,212,0,35,0,8,0,0,0,24766151
15408_12_1558061203975239640,0,195,210,0,34,1,8,0,0,0,23288683
15408_12_1558061203998554161,0,205,203,0,37,1,17,0,0,0,22437077
15408_12_1558061204021015295,0,202,209,0,40,1,15,0,0,0,24954318
15408_12_1558061204045991311,0,200,212,0,41,1,13,0,0,0,39808901
15408_12_1558061204085822492,0,198,205,0,32,0,11,0,0,0,26095397
15408_12_1558061204111952846,0,207,199,0,35,0,21,0,0,0,26474379
15408_12_1558061204138455438,0,197,210,0,36,0,11,0,0,0,35958505
15408_12_1558061204174435668,0,195,210,0,34,0,9,0,0,0,27261749
15408_12_1558061204201751046,0,197,222,0,48,0,11,0,0,0,27630716
15408_12_1558061204229412855,0,192,220,0,41,0,6,0,0,0,55124377
15408_12_1558061204284563885,0,192,214,0,35,0,6,0,0,0,39803874
15408_12_1558061204324390449,0,194,209,0,32,0,8,0,0,0,35068958
15408_12_1558061204359482487,0,190,212,0,31,0,4,0,0,0,33378517
15408_12_1558061204392885408,0,197,248,0,74,0,8,0,0,0,34092226
15408_12_1558061204427002953,0,191,210,0,30,0,5,0,0,0,32552320
15408_12_1558061204459594433,0,190,216,0,35,1,3,0,0,0,27730010
15408_12_1558061204487343629,0,193,221,0,43,1,6,0,0,0,32845894
15408_12_1558061204520213293,0,192,220,0,41,0,5,0,0,0,34012733
15408_12_1558061204554269906,0,189,215,0,33,0,3,0,0,0,32282878
15408_12_1558061204586584266,0,190,215,0,34,1,3,0,0,0,32830130
15408_12_1558061204619441729,0,193,230,0,52,1,6,0,0,0,33123830
15408_12_1558061204652588727,0,192,219,0,40,0,5,0,0,0,29803479
15408_12_1558061204682412985,0,192,212,0,33,0,6,0,0,0,39175954
15408_12_1558061204721612714,0,189,216,0,34,0,3,0,0,0,30217763
15408_12_1558061204751862776,0,193,211,0,33,0,7,0,0,0,28167329
15408_12_1558061204780067161,0,189,221,0,39,0,3,0,0,0,26923163
15408_12_1558061204807012431,0,194,214,0,37,0,8,0,0,0,24530605
15408_12_1558061204831560096,0,198,202,0,29,0,12,0,0,0,22362949
15408_12_1558061204853945635,0,204,199,0,32,1,18,0,0,0,21894705
15408_12_1558061204875863457,0,188,214,0,31,1,1,0,0,0,23462402
15408_12_1558061204899342481,0,196,211,0,36,1,8,0,0,0,25653634
15408_12_1558061204925025046,0,193,215,0,37,0,7,0,0,0,30434629
15408_12_1558061204955482570,0,196,220,0,45,1,9,0,0,0,35063312
15408_12_1558061204990570591,0,192,216,0,37,1,4,0,0,0,42402334
15408_12_1558061205033017460,0,192,217,0,38,0,6,0,0,0,39759908
15408_12_1558061205072801392,0,201,212,0,42,1,13,0,0,0,32407344
15408_12_1558061205105282584,0,194,243,0,66,0,4,0,0,0,31637184
15408_12_1558061205137063053,0,189,219,0,37,0,3,0,0,0,24883656
15408_12_1558061205161968554,0,192,225,0,46,0,5,0,0,0,28438690
15408_12_1558061205190437615,0,189,258,0,76,0,2,0,0,0,43033132
15408_12_1558061205233497077,0,189,221,0,39,0,3,0,0,0,42878672
15408_12_1558061205276399202,0,189,225,0,43,0,3,0,0,0,29519642
15408_12_1558061205305943886,0,192,217,0,38,0,6,0,0,0,57645957
15408_12_1558061205363667181,0,196,207,0,32,0,9,0,0,0,60546148
15408_12_1558061205424241996,0,189,213,0,31,0,2,0,0,0,46245929
15408_12_1558061205470508715,0,196,229,0,54,0,8,0,0,0,30200526
15408_12_1558061205500733609,0,190,223,0,42,0,4,0,0,0,55282610
15408_12_1558061205556047233,0,190,215,0,34,0,4,0,0,0,66233254
