15408_12_1558061203352981156,0,13279577,287478261,0,51509074,20347284,148471030,0,0,0,521085226
15408_12_1558061203874093457,0,1100220,16907525,0,2375017,26965,2269238,0,0,0,22678965
15408_12_1558061203896794430,0,976508,18353117,0,6176954,50492,1109375,0,0,0,26666446
15408_12_1558061203923539230,0,1079358,17700361,0,6156963,48828,1900618,0,0,0,26886128
15408_12_1558061203950450348,0,1095301,18087082,0,4836054,0,747714,0,0,0,24766151
15408_12_1558061203975239640,0,1069183,17575482,0,3719317,48919,875782,0,0,0,23288683
15408_12_1558061203998554161,0,1022288,15323092,0,4370315,50055,1671327,0,0,0,22437077
15408_12_1558061204021015295,0,1194158,17645600,0,2470037,49685,3594838,0,0,0,24954318
15408_12_1558061204045991311,0,1186623,19369728,0,17597214,44137,1611199,0,0,0,39808901
15408_12_1558061204085822492,0,1198039,19431223,0,4419462,0,1046673,0,0,0,26095397
15408_12_1558061204111952846,0,1126498,17099455,0,5465221,0,2783205,0,0,0,26474379
15408_12_1558061204138455438,0,1146468,17628013,0,15966682,0,1217342,0,0,0,35958505
15408_12_1558061204174435668,0,1077267,16492024,0,6597734,0,3094724,0,0,0,27261749
15408_12_1558061204201751046,0,1127562,17972922,0,7241519,0,1288713,0,0,0,27630716
15408_12_1558061204229412855,0,1182472,19897729,0,32066434,0,1977742,0,0,0,55124377
15408_12_1558061204284563885,0,1108482,20103472,0,17765682,0,826238,0,0,0,39803874
15408_12_1558061204324390449,0,1250117,21890593,0,9901244,0,2027004,0,0,0,35068958
15408_12_1558061204359482487,0,1225679,20853737,0,11081595,0,217506,0,0,0,33378517
15408_12_1558061204392885408,0,1426844,23223081,0,7265809,0,2176492,0,0,0,34092226
15408_12_1558061204427002953,0,1252625,20775988,0,8516976,0,2006731,0,0,0,32552320
15408_12_1558061204459594433,0,1155465,19953606,0,6099755,50288,470896,0,0,0,27730010
15408_12_1558061204487343629,0,1231205,20422674,0,10537949,48705,605361,0,0,0,32845894
15408_12_1558061204520213293,0,1353230,20408552,0,10888099,0,1362852,0,0,0,34012733
15408_12_1558061204554269906,0,1281427,20366710,0,10251327,0,383414,0,0,0,32282878
15408_12_1558061204586584266,0,1288951,20922402,0,8311530,46275,2260972,0,0,0,32830130
15408_12_1558061204619441729,0,1218762,22188383,0,7946626,49022,1721037,0,0,0,33123830
15408_12_1558061204652588727,0,1142260,20449097,0,7479317,0,732805,0,0,0,29803479
15408_12_1558061204682412985,0,1099763,18840447,0,18305558,0,930186,0,0,0,39175954
15408_12_1558061204721612714,0,1133378,20900742,0,7320728,0,862915,0,0,0,30217763
15408_12_1558061204751862776,0,1148702,20482993,0,5203298,0,1332336,0,0,0,28167329
15408_12_1558061204780067161,0,1021061,19181933,0,6524774,0,195395,0,0,0,26923163
15408_12_1558061204807012431,0,992852,18581966,0,3789070,0,1166717,0,0,0,24530605
15408_12_1558061204831560096,0,924651,17248098,0,3106221,0,1083979,0,0,0,22362949
15408_12_1558061204853945635,0,944288,14381024,0,3828105,48637,2692651,0,0,0,21894705
15408_12_1558061204875863457,0,957450,17768871,0,4674337,49638,12106,0,0,0,23462402
15408_12_1558061204899342481,0,1040374,18598280,0,4281601,49278,1684101,0,0,0,25653634
15408_12_1558061204925025046,0,1270222,19265073,0,7186750,0,2712584,0,0,0,30434629
15408_12_1558061204955482570,0,1176989,19886575,0,11594961,49642,2355145,0,0,0,35063312
15408_12_1558061204990570591,0,1202778,19396703,0,19477430,48385,2277038,0,0,0,42402334
15408_12_1558061205033017460,0,1322267,21630817,0,15116600,0,1690224,0,0,0,39759908
15408_12_1558061205072801392,0,1205517,19618908,0,10068150,49657,1465112,0,0,0,32407344
15408_12_1558061205105282584,0,1166206,20329276,0,9336575,0,805127,0,0,0,31637184
15408_12_1558061205137063053,0,1089814,17852981,0,5644119,0,296742,0,0,0,24883656
15408_12_1558061205161968554,0,1061209,18427698,0,8489264,0,460519,0,0,0,28438690
15408_12_1558061205190437615,0,1143528,20766262,0,20651957,0,471385,0,0,0,43033132
15408_12_1558061205233497077,0,1340248,21237659,0,20142963,0,157802,0,0,0,42878672
