,Ngram,Normal mean,Normal sem,Cluster 0 mean,Cluster 0 sem,Cluster 1 mean,Cluster 1 sem,Cluster 2 mean,Cluster 2 sem
113,sendto sendto sendto,0.04806204976355681,[0.00110012],0.04310344827586207,[0.01893824],0.05555555555555555,[0.03871845],0.2,[0.2]
262,setitimer,4.0,[0.],4.0,[0.],4.0,[0.],4.0,[0.]
473,setitimer fcntl,1.0,[0.],1.0,[0.],1.0,[0.],0.8,[0.2]
360,setitimer fcntl access,0.9973262032085561,[0.00024275],0.9913793103448276,[0.00862069],0.9722222222222222,[0.02777778],0.8,[0.2]
175,setitimer fcntl fcntl,0.000839704777478234,[0.00013616],0.008620689655172414,[0.00862069],0.0,0.0,0.0,0.0
335,setitimer fcntl newlstat,0.0009501922481990542,[0.00014484],0.0,0.0,0.027777777777777776,[0.02777778],0.0,0.0
13,setitimer fcntl newstat,0.0008838997657665621,[0.0001397],0.0,0.0,0.0,0.0,0.0,0.0
128,setitimer newlstat,0.0,0.0,0.0,0.0,0.0,0.0,0.2,[0.2]
77,setitimer newlstat newlstat,0.0,0.0,0.0,0.0,0.0,0.0,0.2,[0.2]
169,setitimer rt_sigaction,1.0,[0.],1.0,[0.],1.0,[0.],1.0,[0.]
0,setitimer rt_sigaction rt_sigprocmask,1.0,[0.],1.0,[0.],1.0,[0.],1.0,[0.]
138,setitimer sendto,1.0,[0.],1.0,[0.],1.0,[0.],1.0,[0.]
147,setitimer sendto close,0.9979670305387369,[0.00021174],0.9913793103448276,[0.00862069],1.0,[0.],1.0,[0.]
247,setitimer sendto sendto,0.0020329694612630927,[0.00021174],0.008620689655172414,[0.00862069],0.0,0.0,0.0,0.0
86,setitimer writev,1.0,[0.],1.0,[0.],1.0,[0.],1.0,[0.]
97,setitimer writev write,0.9606443629292438,[0.00091403],0.9396551724137931,[0.02220523],0.8611111111111112,[0.05845603],0.8,[0.2]
389,setitimer writev writev,0.03935563707075618,[0.00091403],0.0603448275862069,[0.02220523],0.1388888888888889,[0.05845603],0.2,[0.2]
475,shutdown,1.0031378441684713,[0.00037211],1.0,[0.],1.0,[0.],1.0,[0.]
320,shutdown poll,1.0,[0.],1.0,[0.],1.0,[0.],1.0,[0.]
432,shutdown poll poll,0.9859901887126,[0.0005525],0.9913793103448276,[0.00862069],0.9166666666666666,[0.04671766],1.0,[0.]
465,shutdown poll read,0.014009811287400009,[0.0005525],0.008620689655172414,[0.00862069],0.08333333333333333,[0.04671766],0.0,0.0
259,shutdown shutdown,0.0031378441684712954,[0.00037211],0.0,0.0,0.0,0.0,0.0,0.0
157,shutdown shutdown poll,0.0015689220842356477,[0.00018605],0.0,0.0,0.0,0.0,0.0,0.0
280,shutdown shutdown shutdown,0.0015689220842356477,[0.00018605],0.0,0.0,0.0,0.0,0.0,0.0
417,socket,1.0087948026693774,[0.00063759],1.0,[0.],1.1111111111111112,[0.07743689],1.0,[0.]
57,socket fcntl,1.0,[0.],1.0,[0.],1.0,[0.],1.0,[0.]
182,socket fcntl fcntl,1.0,[0.],1.0,[0.],1.0,[0.],1.0,[0.]
341,socket socket,0.008794802669377292,[0.00063759],0.0,0.0,0.1111111111111111,[0.07743689],0.0,0.0
171,socket socket fcntl,0.004286913863967826,[0.00030713],0.0,0.0,0.05555555555555555,[0.03871845],0.0,0.0
107,socket socket socket,0.004507888805409466,[0.00033737],0.0,0.0,0.05555555555555555,[0.03871845],0.0,0.0
406,sysinfo,0.0005303398594599373,[0.00010823],0.0603448275862069,[0.02220523],0.0,0.0,1.0,[0.]
453,sysinfo newstat,0.0005303398594599373,[0.00010823],0.0603448275862069,[0.02220523],0.0,0.0,1.0,[0.]
460,sysinfo newstat newstat,0.0005303398594599373,[0.00010823],0.0603448275862069,[0.02220523],0.0,0.0,1.0,[0.]
220,times,1.0,[0.],1.0,[0.],1.0,[0.],1.0,[0.]
216,times shutdown,1.0,[0.],1.0,[0.],1.0,[0.],1.0,[0.]
336,times shutdown poll,0.9984310779157644,[0.00018605],1.0,[0.],1.0,[0.],1.0,[0.]
25,times shutdown shutdown,0.0015689220842356477,[0.00018605],0.0,0.0,0.0,0.0,0.0,0.0
100,write,1.0488133645644584,[0.00182773],2.3275862068965516,[0.14579352],1.0833333333333333,[0.08333333],1.6,[0.6]
242,write times,1.0,[0.],1.0,[0.],1.0,[0.],1.0,[0.]
468,write times shutdown,1.0,[0.],1.0,[0.],1.0,[0.],1.0,[0.]
39,write write,0.04881336456445839,[0.00182773],1.3275862068965518,[0.14579352],0.08333333333333333,[0.08333333],0.6,[0.6]
51,write write times,0.01772219030361957,[0.00062023],0.43103448275862066,[0.04617959],0.027777777777777776,[0.02777778],0.2,[0.2]
364,write write write,0.031091174260838822,[0.00126735],0.896551724137931,[0.10125103],0.05555555555555555,[0.05555556],0.4,[0.4]
48,writev,3.2631369602687057,[0.00373932],3.7413793103448274,[0.17234631],4.666666666666667,[0.62360956],3.8,[0.48989795]
461,writev chdir,1.0,[0.],1.0,[0.],1.0,[0.],1.0,[0.]
426,writev chdir chdir,0.0020550669554072567,[0.00021288],0.0,0.0,0.0,0.0,0.0,0.0
351,writev chdir setitimer,0.9979449330445928,[0.00021288],1.0,[0.],1.0,[0.],1.0,[0.]
38,writev sendto,1.0,[0.],1.0,[0.],1.0,[0.],1.0,[0.]
177,writev sendto poll,0.9981217129977461,[0.00020354],1.0,[0.],1.0,[0.],1.0,[0.]
50,writev sendto sendto,0.0018782870022539444,[0.00020354],0.0,0.0,0.0,0.0,0.0,0.0
437,writev write,1.0,[0.],1.0,[0.],1.0,[0.],1.0,[0.]
431,writev write times,0.9822778096963805,[0.00062023],0.5689655172413793,[0.04617959],0.9722222222222222,[0.02777778],0.8,[0.2]
190,writev write write,0.01772219030361957,[0.00062023],0.43103448275862066,[0.04617959],0.027777777777777776,[0.02777778],0.2,[0.2]
154,writev writev,0.26313696026870553,[0.00373932],0.7413793103448276,[0.17234631],1.6666666666666667,[0.62360956],0.8,[0.48989795]
184,writev writev chdir,0.04755380739824104,[0.00100044],0.09482758620689655,[0.02732021],0.2222222222222222,[0.07027284],0.0,0.0
350,writev writev sendto,0.04220621381535334,[0.00094515],0.08620689655172414,[0.02617255],0.1111111111111111,[0.05312127],0.2,[0.2]
261,writev writev write,0.03935563707075618,[0.00091403],0.0603448275862069,[0.02220523],0.1388888888888889,[0.05845603],0.2,[0.2]
372,writev writev writev,0.13402130198435497,[0.00195464],0.5,[0.13879974],1.1944444444444444,[0.56879076],0.4,[0.24494897]
