,Ngram,Normal mean,Normal sem,Cluster 0 mean,Cluster 0 sem,Cluster 1 mean,Cluster 1 sem,Cluster 2 mean,Cluster 2 sem
232,rt_sigprocmask getcwd getcwd,0.0005745348477482654,[0.00011264],0.0,0.0,0.0,0.0,0.0,0.0
37,rt_sigprocmask mmap,0.0005303398594599373,[0.00010823],0.0603448275862069,[0.02220523],0.0,0.0,1.0,[0.]
131,rt_sigprocmask mmap getcwd,0.0005303398594599373,[0.00010823],0.0603448275862069,[0.02220523],0.0,0.0,1.0,[0.]
227,sendto,26.09488663985504,[0.00213384],26.086206896551722,[0.03787648],26.11111111111111,[0.07743689],26.4,[0.4]
15,sendto close,1.0,[0.],1.0,[0.],1.0,[0.],1.0,[0.]
395,sendto close fcntl,1.0,[0.],1.0,[0.],1.0,[0.],1.0,[0.]
134,sendto poll,25.0,[0.],25.0,[0.],25.0,[0.],25.0,[0.]
346,sendto poll poll,17.040040659389224,[0.02132267],18.482758620689655,[0.4302091],19.194444444444443,[0.43792339],19.6,[1.72046505]
210,sendto poll recvfrom,7.959959340610775,[0.02132267],6.517241379310345,[0.4302091],5.805555555555555,[0.43792339],5.4,[1.72046505]
303,sendto sendto,0.09488663985504044,[0.00213384],0.08620689655172414,[0.03787648],0.1111111111111111,[0.07743689],0.4,[0.4]
322,sendto sendto close,0.0020329694612630927,[0.00021174],0.008620689655172414,[0.00862069],0.0,0.0,0.0,0.0
176,sendto sendto poll,0.04479162063022053,[0.0010242],0.034482758620689655,[0.01701501],0.05555555555555555,[0.03871845],0.2,[0.2]
